id_code,image_path,source_image_id,wagner_grade,class_name,original_partition,sha256,is_canonical
301751_jpg.rf.afa695ccae146f9b911ba0cc80fe4f6c,test/Grade 1/301751_jpg.rf.afa695ccae146f9b911ba0cc80fe4f6c.jpg,301751_jpg,0,Grade 1,test,72656b5aed601e7975db318c3f066824ab3467b1a4d5e5333d51cde87fdbacdf,True
301991_jpg.rf.cba6f5b33efd92307ce073ee4604619b,test/Grade 1/301991_jpg.rf.cba6f5b33efd92307ce073ee4604619b.jpg,301991_jpg,0,Grade 1,test,c964822822d07b3fd1c5bcf6b00a553e1a4771a3c784d1d81ade603d710a0e1b,True
302016_jpg.rf.4679f8c9c9bf560209b89241122537aa,test/Grade 1/302016_jpg.rf.4679f8c9c9bf560209b89241122537aa.jpg,302016_jpg,0,Grade 1,test,d8bfe9c67479d1c82e63beeba373ef9358fa5dd8e607c8d783caa4b3c62917f8,True
302254_jpg.rf.599d0464dac05b7636e9ba9b7bae5a3c,test/Grade 1/302254_jpg.rf.599d0464dac05b7636e9ba9b7bae5a3c.jpg,302254_jpg,0,Grade 1,test,b008d1c25cf8b1e1d738454aa071208f3d6f5fdc5d7c683571a4c2cd82071617,True
302334_jpg.rf.7f3e914e99c78c2aedac8fb65122bf4a,test/Grade 1/302334_jpg.rf.7f3e914e99c78c2aedac8fb65122bf4a.jpg,302334_jpg,0,Grade 1,test,01e282e0839370f7e9780e2426d3d23b65d36dea381ced6cc36b75681bb752e3,True
302397_jpg.rf.8a0f22943d1eae8934eeb2dd45158397,test/Grade 1/302397_jpg.rf.8a0f22943d1eae8934eeb2dd45158397.jpg,302397_jpg,0,Grade 1,test,0323fafc34ededfddd141b8428bd3a33be88746783bd510fa3dfcdb169945412,True
302434_jpg.rf.62347359b1fed6c7b1bb2724e3916512,test/Grade 1/302434_jpg.rf.62347359b1fed6c7b1bb2724e3916512.jpg,302434_jpg,0,Grade 1,test,35cb51819cfe7ae92ffece6e911af86c11a19a991bdbea998f24300296108f31,True
302446_jpg.rf.bad3e616bcb18b417a628f28ead308cf,test/Grade 1/302446_jpg.rf.bad3e616bcb18b417a628f28ead308cf.jpg,302446_jpg,0,Grade 1,test,31da859d024e8f9705191ddf2125dee542a99fde6e8b6329a715009ba32832a1,True
302591_jpg.rf.c683f3682cc08ce0f8b4e1fada03cdb9,test/Grade 1/302591_jpg.rf.c683f3682cc08ce0f8b4e1fada03cdb9.jpg,302591_jpg,0,Grade 1,test,7733309b46c5911919ab36db79aedaec06570a8c0afdba45172c7fa0b1230bc8,True
302616_jpg.rf.449e8259fa457b4e3a812d5d2a4da02b,test/Grade 1/302616_jpg.rf.449e8259fa457b4e3a812d5d2a4da02b.jpg,302616_jpg,0,Grade 1,test,9354f3cbfb37827f304617f9c9b01c52ef26287494075665e55b30a9797adae0,True
302708_jpg.rf.882f33a037daa517454888fc82ce3657,test/Grade 1/302708_jpg.rf.882f33a037daa517454888fc82ce3657.jpg,302708_jpg,0,Grade 1,test,387b956bbbfb640af2151a55d7b145fa2ece5167f299d7d54ce21dc36dd79f9c,True
302760_jpg.rf.dbecc2b41fc53faa533b4067674a328b,test/Grade 1/302760_jpg.rf.dbecc2b41fc53faa533b4067674a328b.jpg,302760_jpg,0,Grade 1,test,dd177eaac89a8f6b0d8e48d3718b65d34c43776dfe56a0f846e220a9c0402456,True
302837_jpg.rf.6a1c88027e1c9c7f23421bc3d29f8386,test/Grade 1/302837_jpg.rf.6a1c88027e1c9c7f23421bc3d29f8386.jpg,302837_jpg,0,Grade 1,test,799614f3d32507aca0d278f507dc064c48ff065c28e5366cee1ca91552cc7365,True
302865_jpg.rf.d677af306eeb2946a6a80a974c3f0d97,test/Grade 1/302865_jpg.rf.d677af306eeb2946a6a80a974c3f0d97.jpg,302865_jpg,0,Grade 1,test,390bf1ff5829d3ce9a4103e35e2d180bb9f876b68ddb5ee34970231f368f5163,True
303081_jpg.rf.751cef2c8a966f4bfec040a3922cd5de,test/Grade 1/303081_jpg.rf.751cef2c8a966f4bfec040a3922cd5de.jpg,303081_jpg,0,Grade 1,test,b856600744831471f52af7ea63f5152c373ce91727ffe6e1e1d6cb42a6d3dd8f,True
303154_jpg.rf.647c38fb0e5cd1712296dd4710b07014,test/Grade 1/303154_jpg.rf.647c38fb0e5cd1712296dd4710b07014.jpg,303154_jpg,0,Grade 1,test,5f6c04cfe5a620639ff01b27c17ed1bcafa71e5a6edc7ddf37e415f8c70cc828,True
303252_jpg.rf.5ffeda360a5e82135e06ccc50afea1c7,test/Grade 1/303252_jpg.rf.5ffeda360a5e82135e06ccc50afea1c7.jpg,303252_jpg,0,Grade 1,test,c4989c9046e56cc9e712e3f260c625e76ec635dc25c29fd053180127b92e6cab,True
303492_jpg.rf.e209b3dfdbc62c830ec9dce0d72e38ad,test/Grade 1/303492_jpg.rf.e209b3dfdbc62c830ec9dce0d72e38ad.jpg,303492_jpg,0,Grade 1,test,ee22a4748dcf353c195d5945093061fc1b1cc8f3d521ee6fef4446973e1fe9ef,True
303600_jpg.rf.c04f1250de5485fd4e25f5fa462fc6b7,test/Grade 1/303600_jpg.rf.c04f1250de5485fd4e25f5fa462fc6b7.jpg,303600_jpg,0,Grade 1,test,0d4864993601bc95c7d5ae792b4c73220fd505468993a1338c2dc893a065b952,True
305593_jpg.rf.d3b17eb388664ea2151a61d879ab8787,test/Grade 1/305593_jpg.rf.d3b17eb388664ea2151a61d879ab8787.jpg,305593_jpg,0,Grade 1,test,cd544949d40c4cb80818d7f06e510d39e9a4e61675e0c5395b218bf204ce97cb,True
305741_jpg.rf.ba1babecd04cda2a11d34b9db263fc4c,test/Grade 1/305741_jpg.rf.ba1babecd04cda2a11d34b9db263fc4c.jpg,305741_jpg,0,Grade 1,test,f3950ed46236de60ff20a902bc931f69e46040b26e3047ad40d9ccd620060637,True
305752_jpg.rf.47ac3ed5fd1ae08da8620dc733436d88,test/Grade 1/305752_jpg.rf.47ac3ed5fd1ae08da8620dc733436d88.jpg,305752_jpg,0,Grade 1,test,442979fd4c5ea64311b9f0d41dd851ab04fc8d5f5b951fb767a850824c9a18b6,True
306052_jpg.rf.180ea8115e98fccd69cd3931763161cd,test/Grade 1/306052_jpg.rf.180ea8115e98fccd69cd3931763161cd.jpg,306052_jpg,0,Grade 1,test,1864ffdca42fbd91be3dd9c6b80072ba62d154091cc1be7b2057feb4487e160c,True
344_jpg.rf.b3765cc47bdfac1ae806970a63e274ec,test/Grade 1/344_jpg.rf.b3765cc47bdfac1ae806970a63e274ec.jpg,344_jpg,0,Grade 1,test,e47f19d7891532fb46cc0ff0ad221d061a526f781f77669bf3dd1d2d9158f6a4,True
436_jpg.rf.8bddf2a835b4705c37d3105b8e702131,test/Grade 1/436_jpg.rf.8bddf2a835b4705c37d3105b8e702131.jpg,436_jpg,0,Grade 1,test,dac4fb5fa280285b3c8bb3fd91511be751a7c5ae2a75297047dbefb0f4063e5c,True
474_jpg.rf.385f0f0c747ee0befcd07d2c1773bde0,test/Grade 1/474_jpg.rf.385f0f0c747ee0befcd07d2c1773bde0.jpg,474_jpg,0,Grade 1,test,8b723372cb54a985bc1b3f9673aa6f374ae5e6841d1c792a1f96a29daded94ee,True
74_jpg.rf.0f58228966ef7a1fe73b873c91876839,test/Grade 1/74_jpg.rf.0f58228966ef7a1fe73b873c91876839.jpg,74_jpg,0,Grade 1,test,3cca6baee6dd45d610a73fd5d6ca438ed2727d2a9bb4a92cb2c0c2a687e6b191,True
91_jpg.rf.7f27a069b2fa0d0e6aa2f7ff8c31378c,test/Grade 1/91_jpg.rf.7f27a069b2fa0d0e6aa2f7ff8c31378c.jpg,91_jpg,0,Grade 1,test,04009a904965c4d62301278d2c52effb9dc0c36264b6b1b86680f07311979ed2,True
Diabetic-foot-ulcer_jpg.rf.b3bae6da67a2f880216c6e6e410ff123,test/Grade 1/Diabetic-foot-ulcer_jpg.rf.b3bae6da67a2f880216c6e6e410ff123.jpg,Diabetic-foot-ulcer_jpg,0,Grade 1,test,da0d39961157767a2d24016def457b1aaba23b938ae6fcb2b58f86a3f29c5bba,True
image3_jpeg.rf.9ad1cbfb8f9eca34613a8f7caafc98fe,test/Grade 1/image3_jpeg.rf.9ad1cbfb8f9eca34613a8f7caafc98fe.jpg,image3_jpeg,0,Grade 1,test,7a8637e1314025455245caa4032945e10c1fc74e80e39a627e2cd4acc72a177e,True
images-1-_jpg.rf.961b3a27b6eea9def5601dd7a072794f,test/Grade 1/images-1-_jpg.rf.961b3a27b6eea9def5601dd7a072794f.jpg,images-1-_jpg,0,Grade 1,test,c3ffd286d15bd27032a334abb9c05e30bdba17dbd1ec92b49f8df610dfacc91b,True
pre-ulceration-1-_jpg.rf.f3d33107bd99151a5b2eaff828889eda,test/Grade 1/pre-ulceration-1-_jpg.rf.f3d33107bd99151a5b2eaff828889eda.jpg,pre-ulceration-1-_jpg,0,Grade 1,test,0474fae17d12b248847dfec01b325a61808242121205f1f1af28f40b094a72c7,True
128_jpg.rf.4303a023a95af736761b022b4ff9c425,test/Grade 2/128_jpg.rf.4303a023a95af736761b022b4ff9c425.jpg,128_jpg,1,Grade 2,test,ccc27d845f657eb758f8c1eafda4c1e448351b0f95fcf591deda386c3bcb3bfe,True
18_jpg.rf.28367feab2a81227ca2b71614b0338f1,test/Grade 2/18_jpg.rf.28367feab2a81227ca2b71614b0338f1.jpg,18_jpg,1,Grade 2,test,15467f17135a0906c193ff4c82888da4e878b36b8f385ccda9a476f048343b37,True
218_jpg.rf.1c424170637f36673edb1627c08cbf1d,test/Grade 2/218_jpg.rf.1c424170637f36673edb1627c08cbf1d.jpg,218_jpg,1,Grade 2,test,bbf72c250a6249379b5213e6bce0579bd7f9d1a7257a08fbd76fd8c702bec029,True
226_jpg.rf.d6f3e16e55fe2524f97e8a6e5bd45995,test/Grade 2/226_jpg.rf.d6f3e16e55fe2524f97e8a6e5bd45995.jpg,226_jpg,1,Grade 2,test,9eccee98770ab2b98d4265b0f5b56bef3ece1ac4ad7914bb59934028f9c7478f,True
233_jpg.rf.87dd8f1cd1ea5b0702e6adb38d1c4212,test/Grade 2/233_jpg.rf.87dd8f1cd1ea5b0702e6adb38d1c4212.jpg,233_jpg,1,Grade 2,test,90fa46ca9286e5628d3e9d1c2464626fa38d61ae8c47423d29025acd46bbf95f,True
24_jpg.rf.054e4113acb58ff05047216f70d2f788,test/Grade 2/24_jpg.rf.054e4113acb58ff05047216f70d2f788.jpg,24_jpg,1,Grade 2,test,504634fad10d66fcbf623f80e98d2681c4a996d2fa3e004c52968059b1a637fb,True
259_jpg.rf.a3a0e308c4b7550a84b468578ac8fc94,test/Grade 2/259_jpg.rf.a3a0e308c4b7550a84b468578ac8fc94.jpg,259_jpg,1,Grade 2,test,4b2ff2d1adb0b6b06b16f3d2e32be7444ea3ec0412576b7335c2212de503c05b,True
261_jpg.rf.31f0f74e266ad337ec6b1befba6ee56c,test/Grade 2/261_jpg.rf.31f0f74e266ad337ec6b1befba6ee56c.jpg,261_jpg,1,Grade 2,test,54266d77fb8f491f896df78ba85a21129bafc3a9540b351b138c75241cf4cf8b,True
280_jpg.rf.e310dc7e941305c7dd0d83d69b487a95,test/Grade 2/280_jpg.rf.e310dc7e941305c7dd0d83d69b487a95.jpg,280_jpg,1,Grade 2,test,894ce776277a57880d811549c000dbcc26ed93bb8877e99ef27ee44cef0ad592,True
29_jpg.rf.8e7a7900343ab80324ab3bf27d4dc7d7,test/Grade 2/29_jpg.rf.8e7a7900343ab80324ab3bf27d4dc7d7.jpg,29_jpg,1,Grade 2,test,aa5ff0e2eb97967e8e8eb7d43043a974adba3fd1627ad9bb988aec53a7e9189a,True
301268_jpg.rf.6b0830330aa4b1fc488b19d9381a3597,test/Grade 2/301268_jpg.rf.6b0830330aa4b1fc488b19d9381a3597.jpg,301268_jpg,1,Grade 2,test,3ce695dab7f7d1c6442a31d8c15db5d396be92773a16b0fbd13b950979b5044e,True
301443_jpg.rf.252aacacabdc53f6d275826913531b46,test/Grade 2/301443_jpg.rf.252aacacabdc53f6d275826913531b46.jpg,301443_jpg,1,Grade 2,test,8e072aa15dd846c4e8728555efdb96eddde26c2d1293214967119bd2c3575114,True
301533_jpg.rf.36cf887168ae6ebd83111a287ed9b03c,test/Grade 2/301533_jpg.rf.36cf887168ae6ebd83111a287ed9b03c.jpg,301533_jpg,1,Grade 2,test,85426dc8ce0203031dafa52415d4befecd247a88f31e64d563e641f77f46c105,True
301609_jpg.rf.de90d50b00808b67f059ef342ce9a368,test/Grade 2/301609_jpg.rf.de90d50b00808b67f059ef342ce9a368.jpg,301609_jpg,1,Grade 2,test,fc41d8a9832b687e85f50d3a5236fe9074a18d78f2df36cc2a4976571d156660,True
301670_jpg.rf.72d24ad023dba9d20c0643245bfbed6d,test/Grade 2/301670_jpg.rf.72d24ad023dba9d20c0643245bfbed6d.jpg,301670_jpg,1,Grade 2,test,fb806546d44efaf625fa3e6a2063e7d220c25f5f3b91dae6116c1b00e9bf12ef,True
301891_jpg.rf.f003423adbafabf9394f4b6759a732f8,test/Grade 2/301891_jpg.rf.f003423adbafabf9394f4b6759a732f8.jpg,301891_jpg,1,Grade 2,test,d05c25f82703eaad85e0d3c9dc0d00d910a67146503be2bcbeb7e7c87b2d4836,True
302013_jpg.rf.f10414d26f33ba8f3564bad3a658102b,test/Grade 2/302013_jpg.rf.f10414d26f33ba8f3564bad3a658102b.jpg,302013_jpg,1,Grade 2,test,4324345e6e74c32f1f20382cdc67ec29210c977e761e1dfd0ad028fe2b1a8a6d,True
302323_jpg.rf.b2b95f626d0aec7acfd75c8af3603623,test/Grade 2/302323_jpg.rf.b2b95f626d0aec7acfd75c8af3603623.jpg,302323_jpg,1,Grade 2,test,7aeca8bf442f553d1965492fadf9b2273189f8c732d201fd5996112e238b1e74,True
302650_jpg.rf.8018a62421431ddcf4ada56d9d64eb03,test/Grade 2/302650_jpg.rf.8018a62421431ddcf4ada56d9d64eb03.jpg,302650_jpg,1,Grade 2,test,4d615733aebd9ff2809f5fcf51243725a40e321910c743030a6eefaaa9dbf08c,True
302914_jpg.rf.12759b3b63208701aeb6cf4d7bb49787,test/Grade 2/302914_jpg.rf.12759b3b63208701aeb6cf4d7bb49787.jpg,302914_jpg,1,Grade 2,test,d4e515b1d7a4e5ccb4a823ee02c5512056c71d8ebb016f319cc2581027388de1,True
302975_jpg.rf.e0c777431dfaa412ac725d36f903d5be,test/Grade 2/302975_jpg.rf.e0c777431dfaa412ac725d36f903d5be.jpg,302975_jpg,1,Grade 2,test,3add23f1d00068bc00a3827274f55a2ec6f1ec7e48cccf2528e2a5308db742d6,True
303100_jpg.rf.9af0c8e17926ba2200c7e0768eb463eb,test/Grade 2/303100_jpg.rf.9af0c8e17926ba2200c7e0768eb463eb.jpg,303100_jpg,1,Grade 2,test,bacad02a6e012954a0afd652e3698e23f87d8300b4f08d386ce3b34e4a25c4a1,True
303138_jpg.rf.b0a251772baf9e628789a2946e10333d,test/Grade 2/303138_jpg.rf.b0a251772baf9e628789a2946e10333d.jpg,303138_jpg,1,Grade 2,test,a6c7986325c54cc41d27ffbdb3d3d61db7c19fe943bce2571ce6f7e9132fd971,True
303228_jpg.rf.0da7a9c0b7840d792a20b69cbd54b024,test/Grade 2/303228_jpg.rf.0da7a9c0b7840d792a20b69cbd54b024.jpg,303228_jpg,1,Grade 2,test,5a9e1bfcc71da3eaf020b203c7862da68814d7026074b91cc4f06d62d7e554f9,True
303244_jpg.rf.addd3adf3da21ba42d58b53bbf0177a7,test/Grade 2/303244_jpg.rf.addd3adf3da21ba42d58b53bbf0177a7.jpg,303244_jpg,1,Grade 2,test,58a27d44727b773b9624d32fd80554fe20e46bb93f6575d36bba03035f1c9639,True
303310_jpg.rf.2501f414a9490b08b846914b6f660d96,test/Grade 2/303310_jpg.rf.2501f414a9490b08b846914b6f660d96.jpg,303310_jpg,1,Grade 2,test,e1e7c0a0c85330ad3fc8d3a19cc5910ac51b5ffa595d1788ff7779d7ec761afb,True
303344_jpg.rf.05e170d6aab45a5bc3bf189ab5926b0b,test/Grade 2/303344_jpg.rf.05e170d6aab45a5bc3bf189ab5926b0b.jpg,303344_jpg,1,Grade 2,test,8acb43c2eeffce8e54597008b0ffd742eab0956c74e4e895682c22e3920b639e,True
303416_jpg.rf.6e38ffe71ae97be9aec2eef9bc0e661c,test/Grade 2/303416_jpg.rf.6e38ffe71ae97be9aec2eef9bc0e661c.jpg,303416_jpg,1,Grade 2,test,6321ff5371273b9afac81eb3b10dd65d41d1b4d1720a78cc89dfc1e4f81a769d,True
305512_jpg.rf.80cf97a30fa53f71d3ab4c45c9f0c9e1,test/Grade 2/305512_jpg.rf.80cf97a30fa53f71d3ab4c45c9f0c9e1.jpg,305512_jpg,1,Grade 2,test,f6beee24937dff017c48416a23c0ca9b2f4a2f7f1b241d8ccead781a4544e509,True
306142_jpg.rf.e72e573b0c85bd6e47c4af58c622ae9d,test/Grade 2/306142_jpg.rf.e72e573b0c85bd6e47c4af58c622ae9d.jpg,306142_jpg,1,Grade 2,test,b1099f5d6e2c73438ccb468a4deca5ab254259676d22f857a968d31147caee9f,True
69_jpg.rf.5a3a3e96d2127d7f55985d0686a949a4,test/Grade 2/69_jpg.rf.5a3a3e96d2127d7f55985d0686a949a4.jpg,69_jpg,1,Grade 2,test,fee97f1e29a7860f58507d6481a80518c195d3bba6ebb9679d7ca236373c8156,True
7_jpg.rf.9d42721e5267dd74b9b4a62dce8d7373,test/Grade 2/7_jpg.rf.9d42721e5267dd74b9b4a62dce8d7373.jpg,7_jpg,1,Grade 2,test,7840c56e0213ad6f5b2355cd0519a5fda1d4462a4d6787bd0c8c2e8812d99328,True
hallux-IPJ-ulcer-post1A_jpg.rf.28b53bd7593108443278b8a517d8c5c6,test/Grade 2/hallux-IPJ-ulcer-post1A_jpg.rf.28b53bd7593108443278b8a517d8c5c6.jpg,hallux-IPJ-ulcer-post1A_jpg,1,Grade 2,test,5a9eb922dbed350ff14fb72fc3da2f3cf6206b38d92247f84637d69093478039,True
image4_jpeg.rf.46a4ec03d7d24dae02fdf54591f096a3,test/Grade 2/image4_jpeg.rf.46a4ec03d7d24dae02fdf54591f096a3.jpg,image4_jpeg,1,Grade 2,test,ecd95ffe65ddd59044b5336202d6997105fbed42b1d257f6c56bbe2f7b8a45d4,True
images-8-_jpg.rf.12eb171f8f208f2aa9aed71add942742,test/Grade 2/images-8-_jpg.rf.12eb171f8f208f2aa9aed71add942742.jpg,images-8-_jpg,1,Grade 2,test,ffcd3bf40b2c3e351697bbd9f1c2155e4e8548c495aa55de0b6efed15fb589f4,True
PRF_071312_FIG1_jpg.rf.4c4f488d09bdbdad1d420e8b06f219f6,test/Grade 2/PRF_071312_FIG1_jpg.rf.4c4f488d09bdbdad1d420e8b06f219f6.jpg,PRF_071312_FIG1_jpg,1,Grade 2,test,8a8b67c14354627191a19194f410793209e46502fb6034e7e1beba7216134674,True
ulcers_before_jpg.rf.0957217276154e5f4ff21076dfa65c57,test/Grade 2/ulcers_before_jpg.rf.0957217276154e5f4ff21076dfa65c57.jpg,ulcers_before_jpg,1,Grade 2,test,21855231d5d0862b5150c8a86069de97a2035e5a0750337807fa645fdbdf89b0,True
117_jpg.rf.02ce7023afe1efe634635872a0aeddb8,test/Grade 3/117_jpg.rf.02ce7023afe1efe634635872a0aeddb8.jpg,117_jpg,2,Grade 3,test,af95a30e8f665160d0677c7a703ba7acd7e3afa8a7c275a48a4795af065e62d8,True
21_jpg.rf.8bebd7b1836cbf251f35ae2c0e3af167,test/Grade 3/21_jpg.rf.8bebd7b1836cbf251f35ae2c0e3af167.jpg,21_jpg,2,Grade 3,test,c281da6c3753b12f05736549d10a9e4529270ac46f0d064b3b214dd257efa5e4,True
260_jpg.rf.0fe2566138f224d30e7520e6b92dc910,test/Grade 3/260_jpg.rf.0fe2566138f224d30e7520e6b92dc910.jpg,260_jpg,2,Grade 3,test,1c05643780d07fcbc0bd042c5ff49b47b1f8a6a47f16b5b0475000c28e1a7288,True
301500_jpg.rf.2b814eabcea4239c51fb07f46a7a08cf,test/Grade 3/301500_jpg.rf.2b814eabcea4239c51fb07f46a7a08cf.jpg,301500_jpg,2,Grade 3,test,7b869308820f9c35bbb1affb91bf34dadcca937888db260e0534cada02d42c34,True
302986_jpg.rf.52fc9434eb1562e18187a823e9b7944f,test/Grade 3/302986_jpg.rf.52fc9434eb1562e18187a823e9b7944f.jpg,302986_jpg,2,Grade 3,test,e7a9f0b854310b004a2b5111cb58653bc0acdfeb7df4e152ca2ff0d9961a0fd7,True
303040_jpg.rf.e77b5bd43ac3f5b1d1c48304b09db612,test/Grade 3/303040_jpg.rf.e77b5bd43ac3f5b1d1c48304b09db612.jpg,303040_jpg,2,Grade 3,test,d46c2175da591d3ea2c4ab085c3c1ab711a8c776bff67a97802746f9aebd5f96,True
303157_jpg.rf.95b6224efef238a23efa36bd6d3c5cd5,test/Grade 3/303157_jpg.rf.95b6224efef238a23efa36bd6d3c5cd5.jpg,303157_jpg,2,Grade 3,test,03d592da17240cf2d4b27f54144c887c1d72d718a6a47e1d929a6c9e8fa03d40,True
303386_jpg.rf.ccccc47438f19adeace379c4af6dde09,test/Grade 3/303386_jpg.rf.ccccc47438f19adeace379c4af6dde09.jpg,303386_jpg,2,Grade 3,test,9ec03277fe945af09e1a4040d3756e71ea6cb9c24694341a272302d4ef7c0bfc,True
303441_jpg.rf.b0f1a50f7f70930ac65bc42e8bed0dcb,test/Grade 3/303441_jpg.rf.b0f1a50f7f70930ac65bc42e8bed0dcb.jpg,303441_jpg,2,Grade 3,test,ed9b4a325de0ad6ac64fa62b11c68ef8efb6b8863f94d02bc624917b660187cc,True
303601_jpg.rf.d1a477e56692d4452b9f7b0f730ced7d,test/Grade 3/303601_jpg.rf.d1a477e56692d4452b9f7b0f730ced7d.jpg,303601_jpg,2,Grade 3,test,0c66818365516ef64935d24c4344b186d7983a5513dea8ac1d817b0bbbd98972,True
305418_jpg.rf.d27bbb55c68fddbfbcee72d1cdcf0c06,test/Grade 3/305418_jpg.rf.d27bbb55c68fddbfbcee72d1cdcf0c06.jpg,305418_jpg,2,Grade 3,test,e6601d77d2e35e06b2b9942d02e33729538cc6d90ad84649c326e2219e0a2f31,True
305659_jpg.rf.90575e94ba6dcbab4d0d2ae721fb2cd4,test/Grade 3/305659_jpg.rf.90575e94ba6dcbab4d0d2ae721fb2cd4.jpg,305659_jpg,2,Grade 3,test,ab1536d15f54a5ace03460ac14288ff125b544f766fee0f0c6ee87b3a9fde0b9,True
357_jpg.rf.d196a508643cb478660944f5e1087901,test/Grade 3/357_jpg.rf.d196a508643cb478660944f5e1087901.jpg,357_jpg,2,Grade 3,test,d16e1629635399458fc2f55d85f30f1886da26fe8cbae9995df88370e074b4a4,True
369_jpg.rf.e453e9115b96fe7581b2247c6cd76412,test/Grade 3/369_jpg.rf.e453e9115b96fe7581b2247c6cd76412.jpg,369_jpg,2,Grade 3,test,2b784e0d7009294fc66da10e4ebe1fc40cfb1825ce5346d1b4541b94c148a2b5,True
405_jpg.rf.099192c104e44796e0d51387af02440c,test/Grade 3/405_jpg.rf.099192c104e44796e0d51387af02440c.jpg,405_jpg,2,Grade 3,test,9468959999538cdd798975b31caeab5f6dcc02f2ec0152d34c3fe69a6793a700,True
4_jpg.rf.9f9060acb97d787c059b080c7b351c1a,test/Grade 3/4_jpg.rf.9f9060acb97d787c059b080c7b351c1a.jpg,4_jpg,2,Grade 3,test,e9f1da3ef32bc8b24d521966be8347bb8a5347d8f7f9133f270f95554a5ca6ab,True
B9780323072427000279_f027-008-9780323072427_jpg.rf.4906fedea324f64773cbe05ea69e1969,test/Grade 3/B9780323072427000279_f027-008-9780323072427_jpg.rf.4906fedea324f64773cbe05ea69e1969.jpg,B9780323072427000279_f027-008-9780323072427_jpg,2,Grade 3,test,baa206ce97e2a8abaf4e161a5407de9157f1d7e689540679e9d6a5d7e8ffd448,True
