image_path,split,wagner_grade,laplacian_var,is_soft_blur,brightness,is_dark,is_bright,contrast_rms,is_low_contrast,saturation_mean,under_exposure_pct,over_exposure_pct,has_border
train/Grade 1/301255_jpg.rf.c0618708c532e7e5ad15a3ac7c953c91.jpg,train,0,17.54,True,0.3489,False,False,0.0865,False,0.4669,0.0,0.0,False
train/Grade 1/301263_jpg.rf.a72e63d334b0307722c81a8dc870f651.jpg,train,0,16.19,True,0.3975,False,False,0.078,True,0.5272,0.0,0.0,False
train/Grade 1/301285_jpg.rf.33741d69d1bac5e84781116d6a587dbd.jpg,train,0,11.92,True,0.5562,False,False,0.1364,False,0.3777,0.0,0.0,False
train/Grade 1/301291_jpg.rf.93583beb3809e3d99ceed3b15f2bc0e1.jpg,val,0,8.11,True,0.3761,False,False,0.0685,True,0.4756,0.0,0.0,False
train/Grade 1/301294_jpg.rf.36407760f2f47ab4a3cf8b4a29abd64c.jpg,train,0,18.31,True,0.2868,False,False,0.079,True,0.6956,0.0,0.0,False
train/Grade 1/301315_jpg.rf.a254c0a9f286fa9be4f03c4ea203a4c6.jpg,train,0,10.09,True,0.452,False,False,0.0894,False,0.3256,0.0,0.0,False
train/Grade 1/301317_jpg.rf.a388a5d693ea62c552e2e074a5bc386e.jpg,train,0,6.7,True,0.4123,False,False,0.093,False,0.4639,0.0,0.0,False
train/Grade 1/301369_jpg.rf.2d3a9e8b9fec2409cd0b3877ea8b6417.jpg,train,0,10.84,True,0.3445,False,False,0.0607,True,0.5301,0.0,0.0,False
train/Grade 1/301394_jpg.rf.05395dbaee3721c5fcd9cd22699946f2.jpg,train,0,5.13,True,0.3315,False,False,0.0619,True,0.4587,0.0,0.0,False
train/Grade 1/301398_jpg.rf.c276810081d9ac3fbef6fa8986116433.jpg,train,0,7.83,True,0.531,False,False,0.0895,False,0.3419,0.0,0.0,False
train/Grade 1/301403_jpg.rf.3e04cb931f727ae1047354e034b984bb.jpg,test,0,4.33,True,0.3925,False,False,0.0873,False,0.7167,0.0,0.0,False
train/Grade 1/301429_jpg.rf.3214ca6ca86d8118ad5d9e54f978da21.jpg,train,0,14.97,True,0.4316,False,False,0.0832,False,0.3454,0.0,0.0,False
train/Grade 1/301517_jpg.rf.d5b8345577a754211f0c0a320024a594.jpg,test,0,5.01,True,0.3658,False,False,0.075,True,0.3403,0.0,0.0,False
train/Grade 1/301589_jpg.rf.1ca94a22a6449f501c926b07d603e929.jpg,train,0,8.86,True,0.4902,False,False,0.0784,True,0.3726,0.0,0.0,False
train/Grade 1/301733_jpg.rf.494e628776dee3e35feeeca852ff80a1.jpg,train,0,12.02,True,0.3839,False,False,0.0406,True,0.4676,0.0,0.0,False
train/Grade 1/301746_jpg.rf.95b0d7780cbe23bb993dbe8c2dc9f07b.jpg,train,0,13.96,True,0.4372,False,False,0.1158,False,0.3334,0.0,0.0,False
train/Grade 1/301765_jpg.rf.d417baf6491d6fc0c411553176f0292f.jpg,train,0,3.01,True,0.322,False,False,0.0698,True,0.4705,0.0,0.0,False
train/Grade 1/301843_jpg.rf.5e5e64464a6c59d78fe91eaf154e3b60.jpg,train,0,5.52,True,0.4981,False,False,0.1215,False,0.2904,0.0,0.0,False
train/Grade 1/301898_jpg.rf.0be498ccf5668c92fa90fcb36dfdffc9.jpg,val,0,4.82,True,0.4976,False,False,0.1027,False,0.4547,0.0,0.0,False
train/Grade 1/301914_jpg.rf.2e91c2a34c68bcf4f1fa5635741e6217.jpg,train,0,6.4,True,0.412,False,False,0.0561,True,0.4581,0.0,0.0,False
train/Grade 1/301918_jpg.rf.77131a06aedd14d24d51ca9edd9fbab6.jpg,train,0,5.85,True,0.2873,False,False,0.0705,True,0.4482,0.0,0.0,False
train/Grade 1/301924_jpg.rf.74d61d1dae20d4a12ee88c919e52a060.jpg,train,0,9.47,True,0.435,False,False,0.0819,False,0.3017,0.0,0.0,False
train/Grade 1/301975_jpg.rf.5d444eed661cefe6ac9bfd73ceb7c058.jpg,train,0,13.11,True,0.3083,False,False,0.0874,False,0.4176,0.0,0.0,False
train/Grade 1/302075_jpg.rf.35778ddb9e51c3c5e6f35498faee067c.jpg,train,0,11.51,True,0.4484,False,False,0.1064,False,0.4333,0.0,0.0,False
train/Grade 1/302091_jpg.rf.362baeac3eaf8c8bb0bc3136ba4af8d8.jpg,train,0,7.95,True,0.4015,False,False,0.0639,True,0.3587,0.0,0.0,False
train/Grade 1/302117_jpg.rf.1757c0dd4eb19939950dbbbf84ad2017.jpg,train,0,3.69,True,0.2708,False,False,0.0738,True,0.3893,0.0,0.0,False
train/Grade 1/302162_jpg.rf.9b5858e9132796975e0f1e2d73aca884.jpg,train,0,13.01,True,0.375,False,False,0.0838,False,0.4692,0.0,0.0,False
train/Grade 1/302176_jpg.rf.9b03af06fceb27750f91f3bc8cc833ec.jpg,train,0,9.54,True,0.2932,False,False,0.0745,True,0.5172,0.0,0.0,False
train/Grade 1/302187_jpg.rf.c1eb6140f218fbfe81cd02a8471d457e.jpg,train,0,15.6,True,0.5011,False,False,0.1019,False,0.602,0.0,0.0,False
train/Grade 1/302188_jpg.rf.ccd974fbddb00520a4c03fdfd0b50373.jpg,train,0,4.66,True,0.5951,False,False,0.0583,True,0.1575,0.0,0.0,False
train/Grade 1/302231_jpg.rf.ad895cbb7c0c985afaa002099f1737be.jpg,test,0,6.58,True,0.307,False,False,0.0691,True,0.4708,0.0,0.0,False
train/Grade 1/302240_jpg.rf.bbb9c0dfefca8815918881fdfba3c553.jpg,train,0,3.05,True,0.3223,False,False,0.0487,True,0.5569,0.0,0.0,False
train/Grade 1/302355_jpg.rf.f1a201977f25f5af19b64ade7fe3302f.jpg,val,0,6.5,True,0.3977,False,False,0.0817,False,0.4739,0.0,0.0,False
train/Grade 1/302363_jpg.rf.a73964f7aaddafbbcd584d3287f66900.jpg,train,0,15.34,True,0.3851,False,False,0.0819,False,0.4408,0.0,0.0,False
train/Grade 1/302383_jpg.rf.096fc6d09b037f66f28bea44a99a3fa0.jpg,val,0,17.45,True,0.287,False,False,0.0757,True,0.6088,0.0,0.0,False
train/Grade 1/302385_jpg.rf.d6d9b1fa54dfb1c8beb91d948afc5c7c.jpg,train,0,12.35,True,0.3588,False,False,0.058,True,0.3439,0.0,0.0,False
train/Grade 1/302395_jpg.rf.72180acfb46bf5b647df7dde1adea221.jpg,train,0,2.64,True,0.334,False,False,0.0509,True,0.6512,0.0,0.0,False
train/Grade 1/302424_jpg.rf.6b4c1b35df1998a7c12c3370b133d03a.jpg,test,0,6.67,True,0.3076,False,False,0.0587,True,0.4196,0.0,0.0,False
train/Grade 1/302460_jpg.rf.b19fce47bf9b8ee7e34672fcf59884a8.jpg,train,0,17.85,True,0.2688,False,False,0.0666,True,0.5578,0.0,0.0,False
train/Grade 1/302461_jpg.rf.6c4e5a95e38b5561d02e1986d0360134.jpg,test,0,7.33,True,0.4103,False,False,0.0976,False,0.4101,0.0,0.0,False
train/Grade 1/302477_jpg.rf.641d1c6546f603ad2091e898cc2c323a.jpg,train,0,13.49,True,0.4453,False,False,0.0452,True,0.4114,0.0,0.0,False
train/Grade 1/302508_jpg.rf.6f6eb13981ab6cf3024915e9f9d11e6b.jpg,train,0,3.93,True,0.5746,False,False,0.1186,False,0.1646,0.0,0.0,False
train/Grade 1/302511_jpg.rf.02a5d8c6e7d8b58ed0abde8c80c4a5cd.jpg,test,0,17.85,True,0.3539,False,False,0.0817,False,0.4597,0.0,0.0,False
train/Grade 1/302524_jpg.rf.e0170fdc31f963ce961e93aeced9da76.jpg,train,0,7.43,True,0.5018,False,False,0.0888,False,0.5205,0.0,0.0,False
train/Grade 1/302567_jpg.rf.e104145d8334ee742b851478a81544dc.jpg,train,0,4.14,True,0.3943,False,False,0.083,False,0.4782,0.0,0.0,False
train/Grade 1/302580_jpg.rf.211a8912888dd24826a94dfd8960452f.jpg,train,0,16.72,True,0.3895,False,False,0.1217,False,0.4314,0.0,0.0,False
train/Grade 1/302634_jpg.rf.826e35a57c154598770c3e7b06e1ab2a.jpg,train,0,3.5,True,0.2173,False,False,0.0516,True,0.7248,0.0,0.0,False
train/Grade 1/302652_jpg.rf.159a477a2a9bd02e038cf3092e3084a0.jpg,train,0,16.18,True,0.3578,False,False,0.0988,False,0.5431,0.0,0.0,False
train/Grade 1/302733_jpg.rf.9cb1dd85e5e3a5752e4f4e1adfb0f166.jpg,val,0,8.71,True,0.4668,False,False,0.1087,False,0.3493,0.0,0.0,False
train/Grade 1/302770_jpg.rf.97887b7df29ef0423f177edf05b3be8b.jpg,train,0,5.75,True,0.3274,False,False,0.0923,False,0.551,0.0,0.0,False
train/Grade 1/302795_jpg.rf.f484f5ac5d275e400a3a6b7b41284770.jpg,train,0,3.51,True,0.3549,False,False,0.0295,True,0.4573,0.0,0.0,False
train/Grade 1/302804_jpg.rf.d4a96eb6222981a697057ce9b2b880ad.jpg,train,0,7.18,True,0.4093,False,False,0.0548,True,0.261,0.0,0.0,False
train/Grade 1/302814_jpg.rf.0ed3ceab8d64edb56dc8c8dfc69b98db.jpg,train,0,4.17,True,0.4628,False,False,0.0866,False,0.3789,0.0,0.0,False
train/Grade 1/302821_jpg.rf.4249cceff15afb76415681375fd466a8.jpg,train,0,11.4,True,0.4497,False,False,0.0559,True,0.3847,0.0,0.0,False
train/Grade 1/303006_jpg.rf.377e334bbf1fc781d2a0d95965d426a4.jpg,test,0,6.88,True,0.5515,False,False,0.0949,False,0.3301,0.0,0.0,False
train/Grade 1/303039_jpg.rf.c43405ef32d3bc36e4d717559d4884f7.jpg,train,0,15.77,True,0.5376,False,False,0.1186,False,0.3245,0.0,0.0,False
train/Grade 1/303053_jpg.rf.c2862acac00516510e949276941359b5.jpg,train,0,16.61,True,0.4273,False,False,0.1413,False,0.4323,0.0,0.0,False
train/Grade 1/303110_jpg.rf.327d968e9a58c2c55bdaeb891e78f96a.jpg,train,0,2.14,True,0.2909,False,False,0.0642,True,0.5545,0.0,0.0,False
train/Grade 1/303111_jpg.rf.fcf8a84a07b7688330b56b0ffcafe710.jpg,train,0,3.6,True,0.2608,False,False,0.0787,True,0.5694,0.0,0.0,False
train/Grade 1/303159_jpg.rf.961d982265db5751dc044e7b96688c54.jpg,train,0,8.46,True,0.2878,False,False,0.0634,True,0.4322,0.0,0.0,False
train/Grade 1/303165_jpg.rf.7d14d1390f361d3ee7fdf00ad8fc4cf8.jpg,train,0,11.18,True,0.21,False,False,0.0835,False,0.631,0.0,0.0,False
train/Grade 1/303239_jpg.rf.3cfcb72a7716fbfcd7c0f5aea4a79548.jpg,train,0,6.02,True,0.4165,False,False,0.0884,False,0.4444,0.0,0.0,False
train/Grade 1/303299_jpg.rf.601b0366104bea3b95785b5090705782.jpg,train,0,8.14,True,0.3169,False,False,0.0566,True,0.4256,0.0,0.0,False
train/Grade 1/303320_jpg.rf.5bb2a65066c1ec75ba0c3bac95965997.jpg,train,0,10.25,True,0.4976,False,False,0.0832,False,0.4063,0.0,0.0,False
train/Grade 1/303324_jpg.rf.063212b238be7440c6ebabd9863d9581.jpg,train,0,15.04,True,0.4143,False,False,0.0536,True,0.4556,0.0,0.0,False
train/Grade 1/303398_jpg.rf.1440373df1d4dd0570665b584273d9f4.jpg,test,0,8.87,True,0.2927,False,False,0.0417,True,0.4708,0.0,0.0,False
train/Grade 1/303554_jpg.rf.6f75432916aae1632daf0f05130bc400.jpg,train,0,6.49,True,0.4371,False,False,0.0637,True,0.3207,0.0,0.0,False
train/Grade 1/303565_jpg.rf.1cbd8392a6138cf6724bb11c324e3fd2.jpg,val,0,12.61,True,0.3622,False,False,0.0973,False,0.411,0.0,0.0,False
train/Grade 1/303596_jpg.rf.f886eb85a0313acb5951239b4baf55e0.jpg,train,0,3.38,True,0.2647,False,False,0.0359,True,0.6928,0.0,0.0,False
train/Grade 1/303605_jpg.rf.f2e5b240d83eba14dc0c4d1ceb03bc88.jpg,train,0,7.11,True,0.496,False,False,0.0716,True,0.3693,0.0,0.0,False
train/Grade 1/303653_jpg.rf.b9c2f6489ed57bdc3790909b454df7e7.jpg,train,0,6.26,True,0.3963,False,False,0.0469,True,0.4336,0.0,0.0,False
train/Grade 1/303680_jpg.rf.996c78899e200786befe8c946a43f5fd.jpg,train,0,11.6,True,0.3641,False,False,0.0675,True,0.4218,0.0,0.0,False
train/Grade 1/303732_jpg.rf.bd1868f6c8236bb2037f97ac017536eb.jpg,train,0,10.79,True,0.3366,False,False,0.0675,True,0.3339,0.0,0.0,False
train/Grade 1/305384_jpg.rf.9c5e933b2d82ca87ef6104ed61e23fba.jpg,test,0,11.48,True,0.3413,False,False,0.0782,True,0.4844,0.0,0.0,False
train/Grade 1/305436_jpg.rf.88e5a1fe37b67ba7b979ca686844524d.jpg,val,0,15.64,True,0.382,False,False,0.0721,True,0.4793,0.0,0.0,False
train/Grade 1/305454_jpg.rf.91a587b9277b97f40268c86f062b5d0d.jpg,train,0,17.9,True,0.4271,False,False,0.072,True,0.4772,0.0,0.0,False
train/Grade 1/305479_jpg.rf.923906949c5b9a8f488c9b127292830e.jpg,train,0,7.61,True,0.2814,False,False,0.0521,True,0.3581,0.0,0.0,False
train/Grade 1/305577_jpg.rf.4fe2c279e732c05b7bec9d32907be200.jpg,train,0,13.76,True,0.2765,False,False,0.0951,False,0.5081,0.0,0.0,False
train/Grade 1/305660_jpg.rf.f13a98c24d5eccc762c462d22e1303bd.jpg,train,0,15.69,True,0.3884,False,False,0.0613,True,0.4532,0.0,0.0,False
train/Grade 1/305692_jpg.rf.bde55f48ec55f6597bdf04da711e3e4b.jpg,train,0,19.07,True,0.3596,False,False,0.0817,False,0.4334,0.0,0.0,False
train/Grade 1/306053_jpg.rf.68f19dc9a0bb2e8793e8e02ca937424f.jpg,train,0,9.02,True,0.3246,False,False,0.0659,True,0.6935,0.0,0.0,False
train/Grade 1/306058_jpg.rf.5d6770700e6de8742806b672ad7ef11c.jpg,val,0,9.39,True,0.3545,False,False,0.0612,True,0.5103,0.0,0.0,False
train/Grade 1/306154_jpg.rf.16b0e8d585386475a11ae8635115ee83.jpg,train,0,8.13,True,0.3174,False,False,0.0349,True,0.2705,0.0,0.0,False
train/Grade 1/306183_jpg.rf.24cd8e9c860f9bc049fffb14d01d44b2.jpg,val,0,19.07,True,0.3523,False,False,0.0809,False,0.4964,0.0,0.0,False
train/Grade 1/30_jpg.rf.9ea20b569767ed9d2f5b1e642bf0e4c2.jpg,train,0,10.33,True,0.3538,False,False,0.101,False,0.6483,0.0,0.0,False
train/Grade 1/450_jpg.rf.09be531df25524b0c8d4ed318e151346.jpg,train,0,17.3,True,0.3556,False,False,0.1435,False,0.4678,0.0,0.0,False
train/Grade 1/C2_jpg.rf.bd4aa6d007ec70a2419d59b004215738.jpg,train,0,17.18,True,0.5524,False,False,0.0515,True,0.3437,0.0,0.0,False
train/Grade 1/Callus-Formation1_jpg.rf.0eb3600e05350d185f09cc527c2fdfd5.jpg,train,0,12.78,True,0.5985,False,False,0.0939,False,0.2238,0.0,0.0,False
train/Grade 1/images-3-_jpg.rf.9f750e8d7d54c3a2715170a14870b27f.jpg,train,0,15.37,True,0.7385,False,False,0.0699,True,0.32,0.0,0.0,False
train/Grade 2/16_jpg.rf.33656361af27b7df4dd512927b7a5983.jpg,train,1,14.99,True,0.2815,False,False,0.0702,True,0.3919,0.0,0.0,False
train/Grade 2/256_jpg.rf.001766e9967c7fac7cd647a6de6812dd.jpg,train,1,13.78,True,0.3807,False,False,0.1072,False,0.3954,0.0,0.0,False
train/Grade 2/258_jpg.rf.7f39e52cefe3bd8ada42a1255f1883a4.jpg,train,1,17.9,True,0.3291,False,False,0.1224,False,0.4275,0.0,0.0,False
train/Grade 2/301050_jpg.rf.4385956359d4bec828daa78cd1bc8dd7.jpg,train,1,11.87,True,0.2778,False,False,0.1915,False,0.4892,0.0,0.0,False
train/Grade 2/301115_jpg.rf.8c04686b5ebb4e47cd21a90e63c44acf.jpg,train,1,7.55,True,0.4009,False,False,0.1039,False,0.4242,0.0,0.0,False
train/Grade 2/301141_jpg.rf.b6b1a69430f3dfaf17d3d8c824640b23.jpg,train,1,15.85,True,0.2443,False,False,0.0512,True,0.5052,0.0,0.0,False
train/Grade 2/301165_jpg.rf.bcfa50f5dc444179d5461bf002917c32.jpg,val,1,12.7,True,0.3149,False,False,0.0627,True,0.4891,0.0,0.0,False
train/Grade 2/301188_jpg.rf.0e37bf0b389f4a65913af47c82cd4c0f.jpg,val,1,10.67,True,0.2006,False,False,0.0417,True,0.5008,0.0,0.0,False
train/Grade 2/301243_jpg.rf.7dbf803e8b6d0945df88fe2a135bd8f2.jpg,train,1,6.63,True,0.3432,False,False,0.0813,False,0.4402,0.0,0.0,False
train/Grade 2/301526_jpg.rf.59135dd517f701df6da3aa4a2882e3d1.jpg,train,1,4.21,True,0.7466,False,False,0.0887,False,0.1205,0.0,0.0,False
train/Grade 2/301579_jpg.rf.6dcb52b27d5b7905fac4b2d9ccc52dad.jpg,train,1,13.11,True,0.2474,False,False,0.09,False,0.57,0.0,0.0,False
train/Grade 2/301735_jpg.rf.45c5906872ca6638576dbaa1f285713f.jpg,train,1,10.29,True,0.2738,False,False,0.0542,True,0.4936,0.0,0.0,False
train/Grade 2/301755_jpg.rf.527ea3d502d366533423e882b7214665.jpg,train,1,8.63,True,0.3483,False,False,0.132,False,0.5036,0.0,0.0,False
train/Grade 2/301780_jpg.rf.e77c174bef7ced4a0d1839b95b042f69.jpg,train,1,3.12,True,0.2308,False,False,0.0859,False,0.6403,0.0,0.0,False
train/Grade 2/301871_jpg.rf.304c46253d73bd41a46cb22e9e9cc5b7.jpg,train,1,10.79,True,0.2015,False,False,0.0973,False,0.5386,0.0,0.0,False
train/Grade 2/301883_jpg.rf.a7f37784cf6d61aa2188bd3113e2ae2a.jpg,val,1,4.81,True,0.4183,False,False,0.127,False,0.4021,0.0,0.0,False
train/Grade 2/301937_jpg.rf.ae3ac6e6aa0c3e81b3724d8d003ce183.jpg,train,1,14.01,True,0.224,False,False,0.0869,False,0.5745,0.0,0.0,False
train/Grade 2/301973_jpg.rf.80054a64d7c4478db139c9d799c1b01d.jpg,train,1,15.16,True,0.3736,False,False,0.0745,True,0.4063,0.0,0.0,False
train/Grade 2/302036_jpg.rf.2359118cd4d6df88b1706c5e94417226.jpg,val,1,11.43,True,0.3632,False,False,0.0928,False,0.3319,0.0,0.0,False
train/Grade 2/302036_jpg.rf.bb54a4ce13c60c73410fdca788e9cd70.jpg,val,1,11.43,True,0.3632,False,False,0.0928,False,0.3319,0.0,0.0,False
train/Grade 2/302047_jpg.rf.030103664483a01f104b1a0ee54d15fd.jpg,train,1,8.94,True,0.3787,False,False,0.1719,False,0.4629,0.0,0.0,False
train/Grade 2/302131_jpg.rf.cc1ab6d3359595cfc6a1c84ba848e057.jpg,train,1,9.65,True,0.5045,False,False,0.0853,False,0.2485,0.0,0.0,False
train/Grade 2/302205_jpg.rf.25b491fbff659b30bb6fbccacb72cce7.jpg,train,1,12.99,True,0.3633,False,False,0.1785,False,0.4324,0.0,0.0,False
train/Grade 2/302211_jpg.rf.bd706817af160fa087adb6ebb722c4a7.jpg,test,1,17.21,True,0.3503,False,False,0.0932,False,0.5184,0.29,0.0,False
train/Grade 2/302294_jpg.rf.baf4cbeadd707740c847d3be876fc2ea.jpg,train,1,12.83,True,0.2635,False,False,0.0715,True,0.5588,0.0,0.0,False
train/Grade 2/302436_jpg.rf.f4c01894c17a950c2d4582598240b73d.jpg,train,1,11.85,True,0.3284,False,False,0.0661,True,0.5926,0.0,0.0,False
train/Grade 2/302549_jpg.rf.15d10f9d3bf86fc4c05a93497fd92a9a.jpg,train,1,5.11,True,0.1557,False,False,0.0314,True,0.4643,0.0,0.0,False
train/Grade 2/302549_jpg.rf.d436d5744a7a9f0ca0165609b363d478.jpg,train,1,16.61,True,0.1402,True,False,0.0532,True,0.4678,9.08,0.0,False
train/Grade 2/302656_jpg.rf.fad800c01b3ab57b4c8e8b3e99e9107e.jpg,train,1,9.58,True,0.2858,False,False,0.0682,True,0.4479,0.0,0.0,False
train/Grade 2/302746_jpg.rf.945aeb3c912663cfb871575b981ba71d.jpg,train,1,18.55,True,0.2986,False,False,0.0733,True,0.5177,0.0,0.0,False
train/Grade 2/302807_jpg.rf.cab26f5246a2b3e622c7a4bc42ab61aa.jpg,train,1,11.57,True,0.3584,False,False,0.0928,False,0.4098,0.0,0.0,False
train/Grade 2/302935_jpg.rf.0844e49fc34bdbc9d66c8ecd711c0152.jpg,train,1,17.41,True,0.3672,False,False,0.1255,False,0.5352,0.0,0.0,False
train/Grade 2/302939_jpg.rf.a7022a38a43667f99813f75eb0e2efac.jpg,train,1,17.24,True,0.3044,False,False,0.1067,False,0.5359,0.0,0.0,False
train/Grade 2/302945_jpg.rf.ec0a0b4f7fc2de3f403db361566e9455.jpg,train,1,11.89,True,0.3086,False,False,0.1017,False,0.5434,0.0,0.0,False
train/Grade 2/303023_jpg.rf.498f8e643a48ca100c02bf5a11ca4329.jpg,val,1,17.21,True,0.3168,False,False,0.0997,False,0.4748,0.0,0.0,False
train/Grade 2/303054_jpg.rf.1094198e9fd5984b70d15dd6a9bb71df.jpg,train,1,16.89,True,0.3392,False,False,0.0922,False,0.5101,0.0,0.0,False
train/Grade 2/303066_jpg.rf.e8fa53509a4f0a4f0c1893f05f733821.jpg,train,1,11.04,True,0.4109,False,False,0.1751,False,0.449,0.0,0.0,False
train/Grade 2/303106_jpg.rf.c9c163b3c8092674b2af8c7453a403d1.jpg,train,1,3.52,True,0.7489,False,False,0.109,False,0.1442,0.0,0.0,False
train/Grade 2/303169_jpg.rf.16442cff2a899b28c44af075eeafef1c.jpg,train,1,17.98,True,0.2442,False,False,0.1009,False,0.5216,0.0,0.0,False
train/Grade 2/303206_jpg.rf.383dea69bf84e49281e3a34d8565495b.jpg,train,1,5.25,True,0.4497,False,False,0.1215,False,0.3354,0.0,0.0,False
train/Grade 2/303316_jpg.rf.b0f39d2c980ec5fefc2ed1c3d7e7e74b.jpg,train,1,10.61,True,0.3772,False,False,0.1143,False,0.3427,0.0,0.0,False
train/Grade 2/303354_jpg.rf.8dcdf51e2409e7809fa1553177dd4f4b.jpg,train,1,12.5,True,0.2728,False,False,0.1472,False,0.5833,0.0,0.0,False
train/Grade 2/303366_jpg.rf.8820a2dd6f2ee51cb752f002596d8a53.jpg,train,1,4.54,True,0.3454,False,False,0.0973,False,0.436,0.0,0.0,False
train/Grade 2/303379_jpg.rf.55899503c20a73c5e60fc0b18e75fe96.jpg,train,1,6.56,True,0.288,False,False,0.0719,True,0.4024,0.0,0.0,False
train/Grade 2/303510_jpg.rf.57afdd537ce277700dcb92288e6ba847.jpg,train,1,14.18,True,0.2218,False,False,0.0614,True,0.5187,0.0,0.0,False
train/Grade 2/303547_jpg.rf.b2ad9a75c6c5c8560f9f2b566d1a4f5f.jpg,train,1,7.18,True,0.2643,False,False,0.052,True,0.5478,0.0,0.0,False
